,Unnamed: 0,original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,tokenized_text,stopword_tokenized,lemmatized_text
10,140,tante muda cantik pamer jembut lebat foto tante muda cantik pamer jembut lebat foto sex foto panas foto ng http bit lyrjztu,twitter,1,0,0,0,"['tante', 'muda', 'cantik', 'pamer', 'jembut', 'lebat', 'foto', 'tante', 'muda', 'cantik', 'pamer', 'jembut', 'lebat', 'foto', 'sex', 'foto', 'panas', 'foto', 'ng', 'http', 'bit', 'lyrjztu']","['tante', 'muda', 'cantik', 'pamer', 'jembut', 'lebat', 'foto', 'tante', 'muda', 'cantik', 'pamer', 'jembut', 'lebat', 'foto', 'sex', 'foto', 'panas', 'foto', 'ng', 'http', 'bit', 'lyrjztu']",tante muda cantik pamer jembut lebat foto tante muda cantik pamer jembut lebat foto sex foto panas foto ng http bit lyrjztu
11,736,aku keluarin dimana beib nadiabohay oohh yeah oohh oh ohhryohdci km d bwah yah siap yah bleess memek km sempit beib,twitter,1,0,0,0,"['aku', 'keluarin', 'dimana', 'beib', 'nadiabohay', 'oohh', 'yeah', 'oohh', 'oh', 'ohhryohdci', 'km', 'd', 'bwah', 'yah', 'siap', 'yah', 'bleess', 'memek', 'km', 'sempit', 'beib']","['keluarin', 'dimana', 'beib', 'nadiabohay', 'oohh', 'yeah', 'oohh', 'oh', 'ohhryohdci', 'km', 'd', 'bwah', 'yah', 'yah', 'bleess', 'memek', 'km', 'sempit', 'beib']",keluarin dimana beib nadiabohay oohh yeah oohh oh ohhryohdci km d bwah yah yah bleess memek km sempit beib
12,27,bored in bed http bit lyojnvrj memek ngentot sangek enak kontol abg pentil payudara blowjob bokep bokepsemi bokepindo ngewe sepong amoy enak bispak bisyar lonte jablayhttp turk aflamking com html,twitter,1,0,0,0,"['bored', 'in', 'bed', 'http', 'bit', 'lyojnvrj', 'memek', 'ngentot', 'sangek', 'enak', 'kontol', 'abg', 'pentil', 'payudara', 'blowjob', 'bokep', 'bokepsemi', 'bokepindo', 'ngewe', 'sepong', 'amoy', 'enak', 'bispak', 'bisyar', 'lonte', 'jablayhttp', 'turk', 'aflamking', 'com', 'html']","['bored', 'in', 'bed', 'http', 'bit', 'lyojnvrj', 'memek', 'ngentot', 'sangek', 'enak', 'kontol', 'abg', 'pentil', 'payudara', 'blowjob', 'bokep', 'bokepsemi', 'bokepindo', 'ngewe', 'sepong', 'amoy', 'enak', 'bispak', 'bisyar', 'lonte', 'jablayhttp', 'turk', 'aflamking', 'com', 'html']",bored in bed http bit lyojnvrj memek ngentot sangek enak kontol abg pentil payudara blowjob bokep bokepsemi bokepindo ngewe sepong amoy enak bispak bisyar lonte jablayhttp turk aflamking com html
13,28,i hasil makmak kalian jual pukinya bagi kslian yang berpihak kepada pki dan si ahok anak china anjing kafir ini serta nkri bukan didapat,twitter,1,1,0,1,"['i', 'hasil', 'makmak', 'kalian', 'jual', 'pukinya', 'bagi', 'kslian', 'yang', 'berpihak', 'kepada', 'pki', 'dan', 'si', 'ahok', 'anak', 'china', 'anjing', 'kafir', 'ini', 'serta', 'nkri', 'bukan', 'didapat']","['i', 'hasil', 'makmak', 'jual', 'pukinya', 'kslian', 'berpihak', 'pki', 'si', 'ahok', 'anak', 'china', 'anjing', 'kafir', 'nkri']",i hasil makmak jual pukinya kslian berpihak pki si ahok anak china anjing kafir nkri
14,576,basherrl heh kontol jan sok pemes kamu di rp muka kek memek org tua kamu kek monyet agama kamu aje agama kontol,twitter,1,0,0,0,"['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'kamu', 'di', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kamu', 'kek', 'monyet', 'agama', 'kamu', 'aje', 'agama', 'kontol']","['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kek', 'monyet', 'agama', 'aje', 'agama', 'kontol']",basherrl heh kontol jan sok pemes rp muka kek memek org tua kek monyet agama aje agama kontol
15,37,burung nya msh nonjol operasi nya gagal coba diamplas lagi biar gak kelihatan itu tonjolan lucintaluna cuma aneh aj lihat nya klw wanita seutuhnya gak nonjol begitu alat kelamin nya atuh,instagram,1,0,0,1,"['burung', 'nya', 'msh', 'nonjol', 'operasi', 'nya', 'gagal', 'coba', 'diamplas', 'lagi', 'biar', 'gak', 'kelihatan', 'itu', 'tonjolan', 'lucintaluna', 'cuma', 'aneh', 'aj', 'lihat', 'nya', 'klw', 'wanita', 'seutuhnya', 'gak', 'nonjol', 'begitu', 'alat', 'kelamin', 'nya', 'atuh']","['burung', 'nonjol', 'operasi', 'gagal', 'coba', 'diamplas', 'biar', 'gak', 'tonjolan', 'lucintaluna', 'aneh', 'aj', 'lihat', 'klw', 'wanita', 'seutuhnya', 'gak', 'nonjol', 'alat', 'kelamin', 'atuh']",burung nonjol operasi gagal coba diamplas biar gak tonjolan lucintaluna aneh aj lihat klw wanita seutuhnya gak nonjol alat kelamin atuh
16,450,wanita hijab mesum dengan bule bikin sange link http tinyurl comyumv bokep ngewe bisyar bispak bokepindo memekbasah toge ngentot cantik vcs download sange ceweksange davidbond bokephijab hijaboob jilboobpic twitter compxdfmepsd,twitter,1,0,0,0,"['wanita', 'hijab', 'mesum', 'dengan', 'bule', 'bikin', 'sange', 'link', 'http', 'tinyurl', 'comyumv', 'bokep', 'ngewe', 'bisyar', 'bispak', 'bokepindo', 'memekbasah', 'toge', 'ngentot', 'cantik', 'vcs', 'download', 'sange', 'ceweksange', 'davidbond', 'bokephijab', 'hijaboob', 'jilboobpic', 'twitter', 'compxdfmepsd']","['wanita', 'hijab', 'mesum', 'bule', 'bikin', 'sange', 'link', 'http', 'tinyurl', 'comyumv', 'bokep', 'ngewe', 'bisyar', 'bispak', 'bokepindo', 'memekbasah', 'toge', 'ngentot', 'cantik', 'vcs', 'download', 'sange', 'ceweksange', 'davidbond', 'bokephijab', 'hijaboob', 'jilboobpic', 'twitter', 'compxdfmepsd']",wanita hijab mesum bule bikin sange link http tinyurl comyumv bokep ngewe bisyar bispak bokepindo memekbasah toge ngentot cantik vcs download sange ceweksange davidbond bokephijab hijaboob jilboobpic twitter compxdfmepsd
17,186,with zap surveys you can make daily extra cash with guaranteed surveys check it out in the app store http ww appsthatpay cozapdownload html,twitter,1,0,0,0,"['with', 'zap', 'surveys', 'you', 'can', 'make', 'daily', 'extra', 'cash', 'with', 'guaranteed', 'surveys', 'check', 'it', 'out', 'in', 'the', 'app', 'store', 'http', 'ww', 'appsthatpay', 'cozapdownload', 'html']","['with', 'zap', 'surveys', 'you', 'can', 'make', 'daily', 'extra', 'cash', 'with', 'guaranteed', 'surveys', 'check', 'it', 'out', 'in', 'the', 'app', 'store', 'http', 'ww', 'appsthatpay', 'cozapdownload', 'html']",with zap survey you can make daily extra cash with guaranteed survey check it out in the app store http ww appsthatpay cozapdownload html
18,722,itu buah dada ny bsa gak d pamerin mulu kita yang bnar wanita jadi malu tau udah plsu di pamerin lagi miris nya,instagram,1,0,0,0,"['itu', 'buah', 'dada', 'ny', 'bsa', 'gak', 'd', 'pamerin', 'mulu', 'kita', 'yang', 'bnar', 'wanita', 'jadi', 'malu', 'tau', 'udah', 'plsu', 'di', 'pamerin', 'lagi', 'miris', 'nya']","['buah', 'dada', 'ny', 'bsa', 'gak', 'd', 'pamerin', 'mulu', 'bnar', 'wanita', 'malu', 'tau', 'udah', 'plsu', 'pamerin', 'miris']",buah dada ny bsa gak d pamerin mulu bnar wanita malu tau udah plsu pamerin miri
19,398,adriesubono anjing lo tai kontol memek taking back sunday lhaa masa all time low sih band kacangan ewe lo botak najis,twitter,1,0,0,0,"['adriesubono', 'anjing', 'lo', 'tai', 'kontol', 'memek', 'taking', 'back', 'sunday', 'lhaa', 'masa', 'all', 'time', 'low', 'sih', 'band', 'kacangan', 'ewe', 'lo', 'botak', 'najis']","['adriesubono', 'anjing', 'lo', 'tai', 'kontol', 'memek', 'taking', 'back', 'sunday', 'lhaa', 'all', 'time', 'low', 'sih', 'band', 'kacangan', 'ewe', 'lo', 'botak', 'najis']",adriesubono anjing lo tai kontol memek taking back sunday lhaa all time low sih band kacangan ewe lo botak najis
20,419,foto memek sempit anak smp gadis perawan foto memek gadis smp perawan lagilagi anak smp perawan tapi kali http bit lyuriv,twitter,1,0,0,0,"['foto', 'memek', 'sempit', 'anak', 'smp', 'gadis', 'perawan', 'foto', 'memek', 'gadis', 'smp', 'perawan', 'lagilagi', 'anak', 'smp', 'perawan', 'tapi', 'kali', 'http', 'bit', 'lyuriv']","['foto', 'memek', 'sempit', 'anak', 'smp', 'gadis', 'perawan', 'foto', 'memek', 'gadis', 'smp', 'perawan', 'lagilagi', 'anak', 'smp', 'perawan', 'kali', 'http', 'bit', 'lyuriv']",foto memek sempit anak smp gadis perawan foto memek gadis smp perawan lagilagi anak smp perawan kali http bit lyuriv
21,10,colok memek pke kontol psti bkin smangat cewedodol bete di kamar terus tiduran terus uuh badany lagi gak enak ngapain,twitter,1,0,0,0,"['colok', 'memek', 'pke', 'kontol', 'psti', 'bkin', 'smangat', 'cewedodol', 'bete', 'di', 'kamar', 'terus', 'tiduran', 'terus', 'uuh', 'badany', 'lagi', 'gak', 'enak', 'ngapain']","['colok', 'memek', 'pke', 'kontol', 'psti', 'bkin', 'smangat', 'cewedodol', 'bete', 'kamar', 'tiduran', 'uuh', 'badany', 'gak', 'enak', 'ngapain']",colok memek pke kontol psti bkin smangat cewedodol bete kamar tiduran uuh badany gak enak ngapain
22,49,basherrl heh kontol jan sok pemes kamu di rp muka kek memek org tua kamu kek monyet agama kamu aje agama kontol,twitter,1,0,0,1,"['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'kamu', 'di', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kamu', 'kek', 'monyet', 'agama', 'kamu', 'aje', 'agama', 'kontol']","['basherrl', 'heh', 'kontol', 'jan', 'sok', 'pemes', 'rp', 'muka', 'kek', 'memek', 'org', 'tua', 'kek', 'monyet', 'agama', 'aje', 'agama', 'kontol']",basherrl heh kontol jan sok pemes rp muka kek memek org tua kek monyet agama aje agama kontol
23,759,twit parah damar fun ikutan dong deadra msh bugil dikamar puting aku kok warna nya pink yaa memek msh sempit nih bar,twitter,1,0,0,0,"['twit', 'parah', 'damar', 'fun', 'ikutan', 'dong', 'deadra', 'msh', 'bugil', 'dikamar', 'puting', 'aku', 'kok', 'warna', 'nya', 'pink', 'yaa', 'memek', 'msh', 'sempit', 'nih', 'bar']","['twit', 'parah', 'damar', 'fun', 'ikutan', 'deadra', 'bugil', 'dikamar', 'puting', 'warna', 'pink', 'yaa', 'memek', 'sempit', 'bar']",twit parah damar fun ikutan deadra bugil dikamar puting warna pink yaa memek sempit bar
24,543,ayasaja iya sayang enjoy tapi aku mau ml sayang sama kamu sayang mau masukin kontol aku yang sudah gede sayang ini mau di sepong juga,twitter,1,0,0,0,"['ayasaja', 'iya', 'sayang', 'enjoy', 'tapi', 'aku', 'mau', 'ml', 'sayang', 'sama', 'kamu', 'sayang', 'mau', 'masukin', 'kontol', 'aku', 'yang', 'sudah', 'gede', 'sayang', 'ini', 'mau', 'di', 'sepong', 'juga']","['ayasaja', 'iya', 'sayang', 'enjoy', 'ml', 'sayang', 'sayang', 'masukin', 'kontol', 'gede', 'sayang', 'sepong']",ayasaja iya sayang enjoy ml sayang sayang masukin kontol gede sayang sepong
25,555,minta bantuan abang ambilkan handuk ternyata gak tahan minta begituan instabokep blogspot commintabantuanabangambilkanhandukternyatagatahanmintabegituan html memekbasah memeksempit memekjanda bokepindo bokepjav bokepjepang bokepbarat mesumabg ngentotmemek ngentotjanda ngentotabg ngentotmahasiswi ceritahot ceritangeseks,twitter,1,0,0,0,"['minta', 'bantuan', 'abang', 'ambilkan', 'handuk', 'ternyata', 'gak', 'tahan', 'minta', 'begituan', 'instabokep', 'blogspot', 'commintabantuanabangambilkanhandukternyatagatahanmintabegituan', 'html', 'memekbasah', 'memeksempit', 'memekjanda', 'bokepindo', 'bokepjav', 'bokepjepang', 'bokepbarat', 'mesumabg', 'ngentotmemek', 'ngentotjanda', 'ngentotabg', 'ngentotmahasiswi', 'ceritahot', 'ceritangeseks']","['bantuan', 'abang', 'ambilkan', 'handuk', 'gak', 'tahan', 'begituan', 'instabokep', 'blogspot', 'commintabantuanabangambilkanhandukternyatagatahanmintabegituan', 'html', 'memekbasah', 'memeksempit', 'memekjanda', 'bokepindo', 'bokepjav', 'bokepjepang', 'bokepbarat', 'mesumabg', 'ngentotmemek', 'ngentotjanda', 'ngentotabg', 'ngentotmahasiswi', 'ceritahot', 'ceritangeseks']",bantuan abang ambilkan handuk gak tahan begituan instabokep blogspot commintabantuanabangambilkanhandukternyatagatahanmintabegituan html memekbasah memeksempit memekjanda bokepindo bokepjav bokepjepang bokepbarat mesumabg ngentotmemek ngentotjanda ngentotabg ngentotmahasiswi ceritahot ceritangeseks
26,254,eh bkn sepong kontol ya pervertgk toel kontol namjapervert emot apa itu pervertgk siapa yang mau weh o,twitter,1,0,0,0,"['eh', 'bkn', 'sepong', 'kontol', 'ya', 'pervertgk', 'toel', 'kontol', 'namjapervert', 'emot', 'apa', 'itu', 'pervertgk', 'siapa', 'yang', 'mau', 'weh', 'o']","['eh', 'bkn', 'sepong', 'kontol', 'pervertgk', 'toel', 'kontol', 'namjapervert', 'emot', 'pervertgk', 'weh', 'o']",eh bkn sepong kontol pervertgk toel kontol namjapervert emot pervertgk weh o
27,597,subuh ginih dingin lagi kaya yach enak kalau ngewe soalya kontol saya belum pernah sama sekali merasakan yang namanya memek kaya yach enak,twitter,1,0,0,0,"['subuh', 'ginih', 'dingin', 'lagi', 'kaya', 'yach', 'enak', 'kalau', 'ngewe', 'soalya', 'kontol', 'saya', 'belum', 'pernah', 'sama', 'sekali', 'merasakan', 'yang', 'namanya', 'memek', 'kaya', 'yach', 'enak']","['subuh', 'ginih', 'dingin', 'kaya', 'yach', 'enak', 'ngewe', 'soalya', 'kontol', 'merasakan', 'namanya', 'memek', 'kaya', 'yach', 'enak']",subuh ginih dingin kaya yach enak ngewe soalya kontol merasakan namanya memek kaya yach enak
28,519,cewek sange chat admin ayo bokep bokepindo vcpap toket nenen ngentot ngewe nyepong sange memek kontol sepong colmek coli,twitter,1,0,0,0,"['cewek', 'sange', 'chat', 'admin', 'ayo', 'bokep', 'bokepindo', 'vcpap', 'toket', 'nenen', 'ngentot', 'ngewe', 'nyepong', 'sange', 'memek', 'kontol', 'sepong', 'colmek', 'coli']","['cewek', 'sange', 'chat', 'admin', 'ayo', 'bokep', 'bokepindo', 'vcpap', 'toket', 'nenen', 'ngentot', 'ngewe', 'nyepong', 'sange', 'memek', 'kontol', 'sepong', 'colmek', 'coli']",cewek sange chat admin ayo bokep bokepindo vcpap toket nenen ngentot ngewe nyepong sange memek kontol sepong colmek coli
29,740,jaman sekarang orang yang bener telented kalah telak sama manusia jadijadian yang tiap hari cuma pamer toket sama meki buatan duhh,instagram,1,0,0,1,"['jaman', 'sekarang', 'orang', 'yang', 'bener', 'telented', 'kalah', 'telak', 'sama', 'manusia', 'jadijadian', 'yang', 'tiap', 'hari', 'cuma', 'pamer', 'toket', 'sama', 'meki', 'buatan', 'duhh']","['jaman', 'orang', 'bener', 'telented', 'kalah', 'telak', 'manusia', 'jadijadian', 'pamer', 'toket', 'meki', 'buatan', 'duhh']",jaman orang bener telented kalah telak manusia jadijadian pamer toket meki buatan duhh
30,689,foto memek sempit anak smp gadis perawan foto memek gadis smp perawan lagilagi anak smp perawan tapi kali http bit lyuriv,twitter,1,0,0,0,"['foto', 'memek', 'sempit', 'anak', 'smp', 'gadis', 'perawan', 'foto', 'memek', 'gadis', 'smp', 'perawan', 'lagilagi', 'anak', 'smp', 'perawan', 'tapi', 'kali', 'http', 'bit', 'lyuriv']","['foto', 'memek', 'sempit', 'anak', 'smp', 'gadis', 'perawan', 'foto', 'memek', 'gadis', 'smp', 'perawan', 'lagilagi', 'anak', 'smp', 'perawan', 'kali', 'http', 'bit', 'lyuriv']",foto memek sempit anak smp gadis perawan foto memek gadis smp perawan lagilagi anak smp perawan kali http bit lyuriv
31,124,alfiangeek dy seperti amoeba guys mgkanya bsa membelah diri gt wajah berubah teteknya thu di paksa kluar mgkanya klihatannya aneh yang kempes lagi gt kok di bilang cantik manjalita manjalita apaan sok perfek ajah thu mas fatah,instagram,1,0,0,1,"['alfiangeek', 'dy', 'seperti', 'amoeba', 'guys', 'mgkanya', 'bsa', 'membelah', 'diri', 'gt', 'wajah', 'berubah', 'teteknya', 'thu', 'di', 'paksa', 'kluar', 'mgkanya', 'klihatannya', 'aneh', 'yang', 'kempes', 'lagi', 'gt', 'kok', 'di', 'bilang', 'cantik', 'manjalita', 'manjalita', 'apaan', 'sok', 'perfek', 'ajah', 'thu', 'mas', 'fatah']","['alfiangeek', 'dy', 'amoeba', 'guys', 'mgkanya', 'bsa', 'membelah', 'gt', 'wajah', 'berubah', 'teteknya', 'thu', 'paksa', 'kluar', 'mgkanya', 'klihatannya', 'aneh', 'kempes', 'gt', 'bilang', 'cantik', 'manjalita', 'manjalita', 'sok', 'perfek', 'ajah', 'thu', 'mas', 'fatah']",alfiangeek dy amoeba guy mgkanya bsa membelah gt wajah berubah teteknya thu paksa kluar mgkanya klihatannya aneh kempes gt bilang cantik manjalita manjalita sok perfek ajah thu ma fatah
32,224,bokap anjing tof gak jelas gila freak memek pler titid kuda pagi marah gak jelas bawa game mati saja lo kontol,twitter,1,0,0,0,"['bokap', 'anjing', 'tof', 'gak', 'jelas', 'gila', 'freak', 'memek', 'pler', 'titid', 'kuda', 'pagi', 'marah', 'gak', 'jelas', 'bawa', 'game', 'mati', 'saja', 'lo', 'kontol']","['bokap', 'anjing', 'tof', 'gak', 'gila', 'freak', 'memek', 'pler', 'titid', 'kuda', 'pagi', 'marah', 'gak', 'bawa', 'game', 'mati', 'lo', 'kontol']",bokap anjing tof gak gila freak memek pler titid kuda pagi marah gak bawa game mati lo kontol
33,358,salfok ama tete ya mengapa sih itu ko saya sedih ya sedih yang sudah nyedot siapa,instagram,1,0,0,1,"['salfok', 'ama', 'tete', 'ya', 'mengapa', 'sih', 'itu', 'ko', 'saya', 'sedih', 'ya', 'sedih', 'yang', 'sudah', 'nyedot', 'siapa']","['salfok', 'ama', 'tete', 'sih', 'ko', 'sedih', 'sedih', 'nyedot']",salfok ama tete sih ko sedih sedih nyedot
