id,comment_text,toxic,severe_toxic,obscene,insult,threat,identity_hate,,
00190820581d90ce,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦",0,0,0,0,0,0,,
001956c382006abd,"USER USER Apa iya Islam itu ga boleh dilokalisasi? Lha Kristen aja mas ada Nusantaranya mas, liat aja di Gereja di bandung ada yg pake gamelan dan ada yg khotbah pake bhs Sunda/Jawa, ada HKBP juga kurang Nusantara apa?'",0,0,0,0,0,0,,
001b2dd65d9d925c,"Ciptakan Situasi Kamtibmas Menjelang Pilkada 2018, Kapolsek Konang Silaturahmi ke Tokoh Masyarakat",0,0,0,0,0,0,,
001c419c445b5a59,USER USER positif kok.\nse-positif respon masyarakat terhadap\n- CANGKUL impor\n- GARAM impor\n- BERAS impor\n- JAGUNG impor\n- TENAGA KERJA impor\n- ESEMKA impor\n\nURL,0,0,0,0,0,0,,
001c557175094f10,"USER USER USER USER Kata Sembahyang mengadopsi tradisi lokal pada masa kerjaan Hindu.\n\nIstilah\xc2\xa0sembahyang\xc2\xa0pun lahir dari tradisi ritus\xc2\xa0menyembahHyang (Yang Tunggal), sama dengan\xc2\xa0shalat menyembah All",0,0,0,0,0,0,,
001cadfd324f8087,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,1,0,0,1,0,0,,
001d874a4d3e8813,"USER USER BTP the best ,,,abaikan kaum kampret otak micin ,,,'",1,0,0,0,0,1,,
001d8e7be417776a,"USER USER , si otak tempurung mah ga usah d ladenin. Smkn d lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe'",1,0,0,0,0,0,,
001dc38a83d420cf,"USER Awaasss... Jgn sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatany. klu bcr aja micingin mata, bibir monyong kesamping, suara keluar ky lg nhn kentut.. ""politik kotor skl jmn ini!"". Klu tahu brt ini.. Plng Sambil ky nhn ngeden..""dungu!"". \xf0\x9f\x98\x8b",1,0,0,0,0,0,,
001e89eb3f0b0915,pinokio umur 3 taonan tuh. #2019GantiPresiden,1,0,0,1,0,0,,
001ee16c46a99262,"USER Cerita silat lae \xf0\x9f\x98\x80 semacam Kho Ping Hoo yang dari Indonesia, tapi Liang Ie Shen penulis dari China'",0,0,0,0,0,0,,
001ffdcc3e7fb49c,RT USER benci sekali dgn Umat Islam,1,0,0,0,1,1,,
0020e7119b96eeeb,"USER USER USER ""Provokasi mayat, politisasi agama"" penyebab kekalahan pilkada DKI, beginilah cara cebong mendeskripsikan kekalahan junjungannya.; FYI ahog blm pernah ikut pemilihan apapun (kec jd wakil) dan dia bukanlah etnis mayorita",1,0,0,1,0,1,,
0020fd96ed3b8c8b,USER dari pada gua nete',1,0,1,0,0,0,,
00218d74784ce50b,USER Lol bani lowo',1,0,0,0,0,1,,
0021fe88bc4da3e6,"Takabur bisa lahir dari siapa saja. Penguasa, rakyat, ulama maupun cendikia. Bahkan iblis mahluq yg alim &amp; telah beribadah beratus2 th dilaknat krn hasud takabburnya. Apalagi hanya seorang ahli ilmu filsafat yg tdk failosof; ; Mari kita demo diri sendi",0,0,0,0,0,0,,
002264ea4d5f2887,"A orang yang suka ke konser-konser, sedikit boros.",0,0,0,0,0,0,,
00229d44f41f3acb,[ SAMPAI KAPAN MAKAN RACUN ? ]; _; Banyak ulama yang mengatakan hukum rokok mubah dan ada jugaâ?¦,0,0,0,0,0,0,,
0022cf8467ebc9fd,Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! BaGusS #KhofifahEmilNomer1,0,0,0,0,0,0,,
0023daf96917e0d0,"USER udah biasa kali. Gue kpoper tapi kalo ngomonv sama temen2 gue, idol gua banci homo'",1,0,0,1,0,0,,
002746baedcdff10,Saya suka video USER URL Awal Kisah Perseteruan Haji Bolot &amp; Malih Tongtong',0,0,0,0,0,0,,
00280c0d0652b366,"Budaya kafir bersungguh, klau hal2 islam tidak diendahkan...",0,0,0,0,0,0,,
0028d62e8a5629aa,"USER USER USER USER \xf0\x9f\x8e\xb6 la la la...hm hmm \xf0\x9f\x8e\xa7 ""Semua diam ,semua bisu""\n""Kita coba tanya sama rumput yg bergoyang"" \n\xe2\x99\xab\xe2\x99\xab\xe2\x99\xab\xe2\x99\xaa\xe2\x99\xaa\xe2\x99\xaa'",0,0,0,0,0,0,,
00290e2a171dd073,"Apabila setan membisikkan was-was kepadamu, mintalah perlindungan kepada Allah. (QS. al-A\xe2\x80\x99raf: 200 dan Fushilat: 36).'",0,0,0,0,0,0,,
002918ae66cc4bc2,USER USER USER USER USER USER USER Klw ente atheis..ngapain sibuk dgn agama orang...,0,0,0,0,0,0,,
0029541a38c523a0,Lengserkan Jokowi Bangsat!!,1,1,0,0,1,0,,
0029b87aa9c7dc4a,USER Selamat hari kartini ; ; #2019GANTIPRESIDEN; #2019PRESIDENBARU,0,0,0,0,0,0,,
002a13f2896596fa,"RT USER: Bajingan Homo!!!\nHati2 terhadap anak2 kita terutama di kamar mandi laki2, jgn biarkan sendiri! URL",1,0,0,0,0,0,,
002a6beca33307b3,USER Iya cocot',1,0,0,1,0,0,,
002b90cc8a94c76b,USER karena budaya indonesia.,0,0,0,0,0,0,,
002c9cccf2f1d05b,"USER Yang ngajarin solat'a ajah itu orang aseng dia hanya ingin memecah belah islam""",0,0,0,0,0,0,,
002d6c9d9f85e81f,USER x || Lo ngomong aja kaga bener bangke',1,0,0,1,0,0,,
002e2d3db2b597c4,USER USER Kita semua tidak pernah akan mempercayai yg negara Kita disuatu hari nanti akan dijajah oleh kerana terdapat kes2pembubaran sistem2 beraja dinegara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara2 penjaja,0,0,0,0,0,0,,
002f0e29c60807b1,tapi masih menikmati kebijakan yang dulu diusulkan PKI.. lha yo opo...,1,0,0,0,0,1,,
0030614cfd96d9d1,Kalo seumpama orang cina di usir paksa dari indonesia gimana,1,0,0,0,1,1,,
00316bcc0d1bc6e0,USER bunda ngentot yuk',1,0,1,0,0,0,,
003217c3eb469ba9,RT USER: china babi... china maling...\n#UsirChina https:\/\/t.co\/9y4HIWHJp2,1,1,0,1,1,1,,
00328eadb85b3010,"Bung Karno anti asing dan beliau dari Jawa, coba deh adain konsensus lebih banyak mana Jawa yang anti asing atau pro asing karena kebo*ohannya. \n\nKalau kami keliru kami tutup akun'",0,0,0,0,0,0,,
0033b9d5ccd499fb,PROYEK KORUPSI REZIM SBY URL,1,0,0,0,0,0,,
0034065c7b12a7a2,"USER Wajar saja, lihat saja tingkah bbrp petinggi negeri ini yg suka mencampur bhs indonesia dgn bhs asing setiap kali bicara'",0,0,0,0,0,0,,
00349c6325526c11,AB: pribadi yg senang berkompetisi dalam hal yang baik dan positif,0,0,0,0,0,0,,
0034d7c78cfa6dee,USER USER Terus menurut lo kitab suci agAma apa yg di bilang om USER ; ; #Mendadakkalap,1,0,0,0,0,0,,
0035d638ba684122,USER Suka nutup mata. Kaga ditutup pun udah terlihat tertutup gara2 sipit /?',1,0,0,1,0,0,,
0036621e4c7e10b5,"USER Sy sbg muslim tdk merasa pak USER menistakan kitab suci Alqur'an, krn dlm Alqur'an sndri ada bbrp suku kata yg smpai dtik ini blm diketahui mkna faktualnya olh umat islam, tp kami yakini kata tsb ada makna yg tersirat (fiksi) yg blm",1,0,1,0,0,0,,
0036e50f42d0b679,USER eh kasar kau kampang',1,0,0,1,0,0,,
0037e59caead9dab,"BENTAR LAGI GUA RILIS ALBUM THE ONTA'S WKWKWKWKWK""",1,0,0,0,0,1,,
0037fe4f8f5cdcfb,USER Ada cebong bang dia merasa paling benar',1,0,0,0,0,0,,
0038d1dc2ad29469,Najis banget gw ngetwit apa barusan wey',0,0,0,0,0,0,,
0038f191ffc93d75,Kamu transgender atau gmn anjing :( URL,1,0,0,1,0,0,,
003910ffa2f50517,USER awas bintitan lu ngintipin titit kucing',1,0,1,0,0,0,,
00397b264deba890,"USER USER Bawel, baper, bolot, baik, bodor , gaje wkwk apa ya udah itu aja deh'",0,0,0,1,0,0,,
003a19c04c079bf7,"USER USER USER USER Gue saranin gk perlu bnyk bacot maling ayat, langsung to the point aja lu jadi orang... Yg tdk sepaham lu teriakin aja kafir sesat, liberal, pemuja dukun, bla blaaa.. pasti hatimu puas dehh ..'",1,0,0,1,0,1,,
003b9f448ee4a29d,Jgn salah target bkn ahok... agenda utama lengserkan Jokowi ..,1,1,0,0,1,0,,
003bd094feef5263,USER USER masa baru kena hestek aja udah kepanasan ??? Kepo banget ; ; #2019GantiPresiden,1,0,0,0,0,0,,
003caacc6ce6c9e9,"USER HKBP berdiri itu sejak pecahnya kristen khatolik pada zaman penjajahan belanda,dl tdk ada yg namanya kristen protestan yg ada cm kristen khatolik.\nTerjadilah perpecahan dan berdirilah HKBP yg prtama kali di tarutung.\n\nNah skrg anda sy k",0,0,0,0,0,0,,
003d77a20601cec1,"Ha .. ha .. Banyak baca biar pintar ... JEPANG, AMERIKA, CHINA... Utang sama siapa ... Anda tau enggak ..?",0,0,0,0,0,0,,
003dbd1b9b354c1f,Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,1,0,0,0,0,0,,
003f698d06c9b180,USER USER dan yang takut dengan adzan adalah IBLIS',0,0,0,0,0,0,,
003fa0c68deca750,USER USER Yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.',1,0,0,1,0,1,,
0040017ef6277334,USER USER USER USER Wuih... cebong sewot...\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0,0,0,0,0,,
004176f28a17bf45,2. Gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,0,0,0,0,0,0,,
0044cf18cc2655b3,Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka USER URL,1,0,0,0,0,0,,
00472b8e2d38d1ea,"USER rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya'",0,0,0,0,0,0,,
00480b6e1f19601b,"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'",0,0,0,0,0,0,,
0048de0c9422f64f,USER Nah loh katanya anti aseng',0,0,0,0,0,0,,
0048e4ed8a0af433,"Selamat Pak USER Semoga Bisa Terus Berkiprah, Bahkan Tingkat Nasional.",0,0,0,0,0,0,,
004a23742282fee4,#AsyikM3nang saya sih ikut ulama saja,0,0,0,0,0,0,,
004a789c03eda830,USER Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. \nDan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,0,0,0,0,0,0,,
004af8a71399a4dc,USER Anak pecun... ga jauh2 dr hobi zina.. haha',1,0,1,1,0,0,,
004b073d5b456b15,USER QUE BOM SBBSNSN',0,0,0,0,0,0,,
004b103182fb1eab,"USER Istirahat aja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan PD di Pacitan tahun 2003",0,0,0,0,0,0,,
004b975fabbbffa9,"Pada 1979, House Select Committee on Assassinations (HSCA) menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.'",0,0,0,0,0,0,,
004b97c80705a548,"USER Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pilpres, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.",0,0,0,0,0,0,,
004d07d94cb92e35,USER Ian pantat',0,0,0,0,0,0,,
004d912a00f79c89,"USER USER Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg ( maaf) sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!'",0,0,0,0,0,0,,
004de318396bbf8b,Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,1,0,0,0,0,1,,
004e59705689a5ed,Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,1,0,0,1,0,1,,
004f5608984d99f1,dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',0,0,0,0,0,0,,
004f6dbe69f3545d,Cina perusak bangsa!! Usir !! Stuju??,1,1,0,1,0,1,,
004f981460421bdf,#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,1,0,0,1,1,0,,
004fb9f655230909,Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruâ?¦,0,0,0,0,0,0,,
004fd4fb5c47c29f,"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",0,0,0,0,0,0,,
0050cb3bc226f94e,KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,0,0,0,0,0,0,,
00510c3d06745849,cowo yang jago drasex mana? sini ngentot sama adek - luvian',1,0,1,0,0,0,,
00521847b93eba3b,"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",1,0,0,0,0,1,,
0052a7e684beeb1a,USER USER loh bukan nya mentri suharto ada yg homo?',1,0,0,0,0,0,,
005306a4c109dab3,Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',0,0,0,0,0,0,,
00537730daf8c5f1,Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',0,0,0,0,0,0,,
0053978373606ba4,"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",1,0,0,0,0,0,,
0053bab79133c0fc,"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",1,0,0,0,0,1,,
00548d029d7f4783,USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',1,1,0,0,0,0,,
00548f16a392d8ed,USER USER USER .\nOnta mati klo kebanyakan Minum',1,0,0,0,0,1,,
0055208c660f7894,URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,1,0,0,0,0,0,,
00562e78e0b34102,Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,1,0,0,1,0,0,,
0057b7710cb5ebb2,"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",0,0,0,0,0,0,,
0057e30091cf3e81,"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",0,0,0,0,0,0,,
00582dcd527c8d7d,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,1,0,0,0,0,1,,
00584d887401f47b,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',1,0,0,1,0,1,,
00585c1da10b448b,"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",0,0,0,1,0,0,,
00587c559177dcf2,Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,1,0,1,0,0,0,,
005b214511a69b4b,PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,0,0,0,0,0,0,,
005ba6af463ab6cf,"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",0,0,0,0,0,0,,
005cec874506e9d9,USER USER KO GUA KAMPRET',0,0,0,0,0,0,,
005de39c51ef844a,Memek lonte pengen disodok kontol gede',1,0,1,0,0,0,,
005e2ae8f864f76c,Jokowi aja yg mundur. USER tutup. URL,1,0,0,0,0,0,,
005e6b1369cbe377,"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",1,0,0,1,0,0,,
005eb6d31a8d821e,USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',1,0,0,0,0,0,,
005ed4dfecd86188,USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',1,0,0,0,0,0,,
005f59485fcddeb0,Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',1,0,0,0,0,1,,
005fb1983ff191e9,"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",1,0,0,1,0,0,,
0060062dd4db5195,"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",1,0,0,1,0,1,,
00604eb295a1dbf2,USER USER ga caya sama mulut buaya mu bwang',1,0,0,0,0,0,,
0060c5c9030b2d14,"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",0,0,0,0,0,0,,
0060ef190ee10720,RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1,0,0,1,0,0,,
006120d209a4a46c,bebal...,0,0,0,0,0,0,,
0061b075244dd234,"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",0,0,0,0,0,0,,
00637960a7ec3436,USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0,0,0,0,1,,
0063a8786a7034fc,USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,1,0,0,0,0,0,,
0063dd8f202a698a,"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",1,0,1,0,0,0,,
0063f66706c20dfa,Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,1,0,0,0,0,1,,
0063f77040fbc7d4,"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",0,0,0,0,0,0,,
